padjScreen t15 t1 t3
Sro1289_g259700 0 0 0 0
Sro128_g061050 0 0 0 0
Sro128_g061080 0 0 0 0
Sro128_g061210 0 0 0 0
Sro128_g061390 0 0 0 0
Sro128_g061400 0 0 0 0
Sro1290_g259730 0 0 0 0
Sro1290_g259790 0 0 0 0
Sro1290_g259800 0 0 0 0
Sro1290_g259810 0 0 0 0
Sro1290_g259830 0 0 0 0
Sro1290_g259860 0 0 0 0
Sro1291_g259940 0 0 0 0
Sro1292_g259990 0 0 0 0
Sro1292_g260010 0 0 0 0
Sro1292_g260020 0 0 0 0
Sro1292_g260060 0 0 0 0
Sro1292_g260070 0 0 0 0
Sro1293_g260110 0 0 0 0
Sro1295_g260240 0 0 0 0
Sro1297_g260510 0 0 0 0
Sro129_g061440 0 0 0 0
Sro129_g061450 0 0 0 0
Sro129_g061460 0 0 0 0
Sro129_g061680 0 0 0 0
Sro12_g009120 0 0 0 0
Sro12_g009130 0 0 0 0
Sro12_g009180 0 0 0 0
Sro12_g009190 0 0 0 0
Sro12_g009220 1 0 0 1
Sro12_g009240 0 0 0 0
Sro12_g009280 0 0 0 0
Sro12_g009390 1 0 0 1
Sro12_g009420 0 0 0 0
Sro12_g009520 0 0 0 0
Sro1300_g260730 0 0 0 0
Sro1301_g260780 0 0 0 0
Sro1301_g260810 0 0 0 0
Sro1301_g260840 0 0 0 0
Sro1302_g260910 0 0 0 0
Sro1303_g260950 0 0 0 0
Sro1305_g261130 0 0 0 0
Sro1305_g261150 0 0 0 0
Sro1305_g261160 0 0 0 0
Sro1305_g261170 0 0 0 0
Sro1305_g261190 0 0 0 0
Sro1305_g261220 1 0 0 1
Sro1307_g261320 0 0 0 0
Sro1308_g261430 0 0 0 0
Sro1308_g261460 0 0 0 0
Sro1308_g261490 0 0 0 0
Sro1309_g261530 0 0 0 0
Sro1309_g261560 0 0 0 0
Sro130_g061780 0 0 0 0
Sro130_g061790 0 0 0 0
Sro130_g061820 0 0 0 0
Sro130_g061860 0 0 0 0
Sro130_g061980 0 0 0 0
Sro130_g062020 0 0 0 0
Sro130_g062050 0 0 0 0
Sro130_g062120 0 0 0 0
Sro1310_g261580 0 0 0 0
Sro1310_g261610 0 0 0 0
Sro1310_g261630 0 0 0 0
Sro1310_g261660 0 0 0 0
Sro1310_g261680 0 0 0 0
Sro1311_g261720 1 0 0 1
Sro1311_g261770 0 0 0 0
Sro1315_g262000 0 0 0 0
Sro1315_g262010 0 0 0 0
Sro1315_g262090 0 0 0 0
Sro1316_g262120 0 0 0 0
Sro1318_g262190 0 0 0 0
Sro1318_g262200 0 0 0 0
Sro1319_g262250 0 0 0 0
Sro131_g062180 0 0 0 0
Sro131_g062320 0 0 0 0
Sro131_g062340 0 0 0 0
Sro1320_g262350 0 0 0 0
Sro1320_g262420 0 0 0 0
Sro1321_g262540 0 0 0 0
Sro1323_g262640 0 0 0 0
Sro1323_g262660 0 0 0 0
Sro1323_g262670 0 0 0 0
Sro1323_g262710 0 0 0 0
Sro1324_g262780 0 0 0 0
Sro1325_g262840 0 0 0 0
Sro1325_g262870 0 0 0 0
Sro1325_g262880 0 0 0 0
Sro1325_g262890 0 0 0 0
Sro1325_g262900 0 0 0 0
Sro1325_g262910 0 0 0 0
Sro1326_g263020 0 0 0 0
Sro1327_g263060 0 0 0 0
Sro1327_g263090 0 0 0 0
Sro1328_g263160 0 0 0 0
Sro1328_g263250 1 0 0 1
Sro1329_g263260 0 0 0 0
Sro1329_g263290 0 0 0 0
Sro1329_g263320 0 0 0 0
Sro132_g062380 0 0 0 0
Sro132_g062390 0 0 0 0
Sro132_g062450 0 0 0 0
Sro132_g062540 0 0 0 0
Sro132_g062560 0 0 0 0
Sro132_g062670 0 0 0 0
Sro132_g062770 0 0 0 0
Sro1330_g263370 0 0 0 0
Sro1330_g263420 0 0 0 0
Sro1330_g263430 0 0 0 0
Sro1331_g263570 0 0 0 0
Sro1332_g263590 0 0 0 0
Sro1333_g263630 0 0 0 0
Sro1333_g263720 0 0 0 0
Sro1334_g263770 0 0 0 0
Sro1334_g263820 0 0 0 0
Sro1334_g263850 0 0 0 0
Sro1335_g263910 0 0 0 0
Sro1335_g263930 0 0 0 0
Sro1336_g264030 0 0 0 0
Sro1336_g264040 0 0 0 0
Sro1337_g264060 0 0 0 0
Sro1337_g264080 0 0 0 0
Sro1337_g264120 0 0 0 0
Sro1337_g264150 0 0 0 0
Sro1338_g264210 0 0 0 0
Sro1338_g264250 1 0 0 1
Sro1339_g264310 0 0 0 0
Sro1339_g264350 0 0 0 0
Sro133_g062990 0 0 0 0
Sro133_g063030 0 0 0 0
Sro133_g063090 0 0 0 0
Sro133_g063130 0 0 0 0
Sro133_g063240 0 0 0 0
Sro1341_g264430 0 0 0 0
Sro1341_g264440 0 0 0 0
Sro1341_g264450 0 0 0 0
Sro1341_g264460 0 0 0 0
Sro1341_g264520 0 0 0 0
Sro1343_g264590 0 0 0 0
Sro1343_g264600 0 0 0 0
Sro1343_g264610 0 0 0 0
Sro1345_g264770 0 0 0 0
Sro1345_g264800 0 0 0 0
Sro1345_g264810 0 0 0 0
Sro1346_g264870 0 0 0 0
Sro1347_g264880 0 0 0 0
Sro1347_g264920 0 0 0 0
Sro1347_g264930 0 0 0 0
Sro1347_g264940 1 0 0 1
Sro1348_g265010 0 0 0 0
Sro1348_g265020 1 0 0 1
Sro1349_g265090 0 0 0 0
Sro1349_g265110 0 0 0 0
Sro134_g063310 0 0 0 0
Sro134_g063400 0 0 0 0
Sro134_g063430 0 0 0 0
Sro134_g063440 0 0 0 0
Sro134_g063480 0 0 0 0
Sro134_g063490 0 0 0 0
Sro134_g063580 0 0 0 0
Sro134_g063590 0 0 0 0
Sro134_g063620 0 0 0 0
Sro134_g063630 0 0 0 0
Sro1351_g265230 0 0 0 0
Sro1352_g265310 0 0 0 0
Sro1354_g265420 0 0 0 0
Sro1355_g265510 0 0 0 0
Sro1355_g265580 0 0 0 0
Sro1356_g265670 0 0 0 0
Sro1357_g265760 0 0 0 0
Sro1357_g265800 0 0 0 0
Sro1357_g265810 0 0 0 0
Sro1358_g265840 0 0 0 0
Sro1358_g265860 0 0 0 0
Sro1358_g265880 0 0 0 0
Sro1358_g265900 0 0 0 0
Sro1359_g265950 0 0 0 0
Sro1359_g266010 0 0 0 0
Sro135_g063720 0 0 0 0
Sro135_g063740 0 0 0 0
Sro135_g063870 0 0 0 0
Sro1360_g266050 0 0 0 0
Sro1360_g266060 0 0 0 0
Sro1361_g266170 0 0 0 0
Sro1361_g266180 0 0 0 0
Sro1361_g266220 0 0 0 0
Sro1362_g266280 0 0 0 0
Sro1363_g266330 0 0 0 0
Sro1365_g266520 0 0 0 0
Sro1366_g266690 0 0 0 0
Sro1366_g266700 0 0 0 0
Sro1368_g266850 0 0 0 0
Sro1369_g266910 0 0 0 0
Sro1369_g266920 0 0 0 0
Sro1369_g266940 0 0 0 0
Sro136_g063970 0 0 0 0
Sro136_g063980 0 0 0 0
Sro136_g064040 0 0 0 0
Sro136_g064110 0 0 0 0
Sro136_g064130 0 0 0 0
Sro136_g064140 0 0 0 0
Sro136_g064160 0 0 0 0
Sro136_g064170 0 0 0 0
Sro136_g064190 0 0 0 0
Sro136_g064220 0 0 0 0
Sro1370_g266970 0 0 0 0
Sro1371_g267120 0 0 0 0
Sro1372_g267160 0 0 0 0
Sro1372_g267180 1 0 0 1
Sro1372_g267200 0 0 0 0
Sro1373_g267230 0 0 0 0
Sro1373_g267240 0 0 0 0
Sro1373_g267270 0 0 0 0
Sro1375_g267360 0 0 0 0
Sro1375_g267370 0 0 0 0
Sro1376_g267460 0 0 0 0
Sro1377_g267490 0 0 0 0
Sro1377_g267530 0 0 0 0
Sro1378_g267610 0 0 0 0
Sro1378_g267620 0 0 0 0
Sro1378_g267630 0 0 0 0
Sro1378_g267640 0 0 0 0
Sro1379_g267700 0 0 0 0
Sro137_g064330 0 0 0 0
Sro137_g064350 0 0 0 0
Sro137_g064410 0 0 0 0
Sro137_g064440 0 0 0 0
Sro137_g064560 0 0 0 0
Sro1380_g267780 0 0 0 0
Sro1380_g267790 0 0 0 0
Sro1380_g267800 0 0 0 0
Sro1380_g267810 0 0 0 0
Sro1381_g267820 0 0 0 0
Sro1381_g267830 0 0 0 0
Sro1383_g267950 0 0 0 0
Sro1383_g267960 0 0 0 0
Sro1384_g268100 0 0 0 0
Sro1384_g268140 0 0 0 0
Sro1385_g268190 0 0 0 0
Sro1385_g268200 0 0 0 0
Sro1385_g268220 0 0 0 0
Sro1386_g268290 1 0 0 1
Sro1388_g268440 0 0 0 0
Sro1389_g268570 0 0 0 0
Sro1389_g268580 0 0 0 0
Sro138_g064700 0 0 0 0
Sro138_g064800 0 0 0 0
Sro138_g064810 0 0 0 0
Sro138_g064820 0 0 0 0
Sro138_g064840 0 0 0 0
Sro1390_g268650 0 0 0 0
Sro1390_g268710 0 0 0 0
Sro1392_g268800 0 0 0 0
Sro1392_g268810 0 0 0 0
Sro1392_g268860 0 0 0 0
Sro1394_g268910 0 0 0 0
Sro1394_g268930 0 0 0 0
Sro1394_g268950 0 0 0 0
Sro1394_g268960 0 0 0 0
Sro1395_g269060 0 0 0 0
Sro1395_g269070 0 0 0 0
Sro1395_g269100 0 0 0 0
Sro1395_g269120 0 0 0 0
Sro1397_g269160 0 0 0 0
Sro1398_g269270 0 0 0 0
Sro1399_g269360 0 0 0 0
Sro139_g065050 0 0 0 0
Sro139_g065060 0 0 0 0
Sro139_g065090 0 0 0 0
Sro139_g065120 0 0 0 0
Sro139_g065190 0 0 0 0
Sro139_g065220 0 0 0 0
Sro139_g065230 0 0 0 0
Sro13_g009670 0 0 0 0
Sro13_g009680 0 0 0 0
Sro13_g009720 0 0 0 0
Sro13_g009810 0 0 0 0
Sro13_g009850 0 0 0 0
Sro13_g009860 0 0 0 0
Sro13_g009880 0 0 0 0
Sro13_g009960 0 0 0 0
Sro13_g009980 0 0 0 0
Sro13_g010090 0 0 0 0
Sro13_g010140 0 0 0 0
Sro13_g010210 0 0 0 0
Sro13_g010220 0 0 0 0
Sro13_g010230 0 0 0 0
Sro13_g010270 0 0 0 0
Sro13_g010290 0 0 0 0
Sro13_g010370 0 0 0 0
Sro1401_g269390 0 0 0 0
Sro1401_g269460 0 0 0 0
Sro1403_g269640 0 0 0 0
Sro1404_g269740 0 0 0 0
Sro1405_g269780 0 0 0 0
Sro1406_g269950 0 0 0 0
Sro1407_g270000 0 0 0 0
Sro1409_g270180 0 0 0 0
Sro1409_g270210 1 0 0 1
Sro1409_g270220 0 0 0 0
Sro140_g065320 0 0 0 0
Sro140_g065400 0 0 0 0
Sro140_g065460 0 0 0 0
Sro140_g065480 0 0 0 0
Sro140_g065510 0 0 0 0
Sro140_g065590 0 0 0 0
Sro1410_g270230 0 0 0 0
Sro1410_g270300 0 0 0 0
Sro1411_g270380 0 0 0 0
Sro1413_g270550 0 0 0 0
Sro1414_g270620 0 0 0 0
Sro1415_g270720 0 0 0 0
Sro1415_g270730 0 0 0 0
Sro1416_g270800 1 0 0 1
Sro1416_g270850 0 0 0 0
Sro1418_g270930 0 0 0 0
Sro1418_g271010 0 0 0 0
Sro1419_g271040 0 0 0 0
Sro1419_g271080 0 0 0 0
Sro141_g065690 0 0 0 0
Sro141_g065780 0 0 0 0
Sro141_g065810 0 0 0 0
Sro141_g065930 0 0 0 0
Sro141_g065950 0 0 0 0
Sro1421_g271180 0 0 0 0
Sro1421_g271220 0 0 0 0
Sro1422_g271250 0 0 0 0
Sro1422_g271290 0 0 0 0
Sro1422_g271340 0 0 0 0
Sro1422_g271360 0 0 0 0
Sro1423_g271390 1 0 0 1
Sro1423_g271400 0 0 0 0
Sro1424_g271470 0 0 0 0
Sro1424_g271480 0 0 0 0
Sro1424_g271490 0 0 0 0
Sro1425_g271520 0 0 0 0
Sro1425_g271540 0 0 0 0
Sro1426_g271660 0 0 0 0
Sro1427_g271760 0 0 0 0
Sro1427_g271770 0 0 0 0
Sro1427_g271810 0 0 0 0
Sro1428_g271860 0 0 0 0
Sro1428_g271890 0 0 0 0
Sro142_g066120 0 0 0 0
Sro142_g066130 0 0 0 0
Sro142_g066150 0 0 0 0
Sro142_g066190 0 0 0 0
Sro142_g066330 0 0 0 0
Sro142_g066350 0 0 0 0
Sro142_g066370 0 0 0 0
Sro142_g066440 0 0 0 0
Sro1430_g271980 0 0 0 0
Sro1431_g272040 1 0 0 1
Sro1431_g272050 0 0 0 0
Sro1432_g272110 0 0 0 0
Sro1432_g272120 0 0 0 0
Sro1433_g272200 0 0 0 0
Sro1433_g272250 0 0 0 0
Sro1433_g272270 0 0 0 0
Sro1433_g272280 0 0 0 0
Sro1436_g272450 0 0 0 0
Sro1437_g272550 0 0 0 0
Sro1437_g272600 0 0 0 0
Sro1437_g272610 0 0 0 0
Sro1438_g272730 0 0 0 0
Sro143_g066540 0 0 0 0
Sro143_g066610 0 0 0 0
Sro143_g066620 0 0 0 0
Sro143_g066710 0 0 0 0
Sro143_g066720 0 0 0 0
Sro143_g066730 0 0 0 0
Sro143_g066740 0 0 0 0
Sro143_g066780 0 0 0 0
Sro143_g066790 0 0 0 0
Sro1441_g272910 0 0 0 0
Sro1441_g272940 0 0 0 0
Sro1442_g273020 0 0 0 0
Sro1442_g273030 0 0 0 0
Sro1442_g273060 0 0 0 0
Sro1442_g273100 0 0 0 0
Sro1443_g273120 0 0 0 0
Sro1444_g273260 0 0 0 0
Sro1444_g273280 0 0 0 0
Sro1444_g273310 0 0 0 0
Sro1445_g273330 0 0 0 0
Sro1445_g273370 0 0 0 0
Sro1445_g273410 0 0 0 0
Sro1447_g273600 0 0 0 0
Sro1449_g273660 0 0 0 0
Sro1449_g273680 0 0 0 0
Sro1449_g273690 0 0 0 0
Sro144_g066840 0 0 0 0
Sro144_g066860 0 0 0 0
Sro144_g066870 0 0 0 0
Sro144_g066880 0 0 0 0
Sro144_g066900 0 0 0 0
Sro144_g066910 0 0 0 0
Sro144_g066920 0 0 0 0
Sro144_g066950 0 0 0 0
Sro144_g066960 0 0 0 0
Sro144_g067060 0 0 0 0
Sro1450_g273770 0 0 0 0
Sro1450_g273780 0 0 0 0
Sro1450_g273810 0 0 0 0
Sro1452_g273890 0 0 0 0
Sro1452_g273950 0 0 0 0
Sro1453_g274030 0 0 0 0
Sro1455_g274150 0 0 0 0
Sro1456_g274290 0 0 0 0
Sro1457_g274300 0 0 0 0
Sro1458_g274400 0 0 0 0
Sro1458_g274420 0 0 0 0
Sro1458_g274470 0 0 0 0
Sro1459_g274540 0 0 0 0
Sro145_g067220 0 0 0 0
Sro145_g067240 0 0 0 0
Sro145_g067280 0 0 0 0
Sro145_g067300 0 0 0 0
Sro145_g067310 0 0 0 0
Sro1460_g274610 0 0 0 0
Sro1463_g274840 0 0 0 0
Sro1465_g274950 0 0 0 0
Sro1466_g275060 0 0 0 0
Sro1466_g275070 0 0 0 0
Sro1467_g275090 0 0 0 0
Sro1467_g275100 0 0 0 0
Sro1467_g275120 0 0 0 0
Sro1467_g275130 0 0 0 0
Sro1469_g275290 0 0 0 0
Sro1469_g275340 0 0 0 0
Sro146_g067420 0 0 0 0
Sro146_g067450 0 0 0 0
Sro146_g067500 0 0 0 0
Sro146_g067570 0 0 0 0
Sro146_g067580 0 0 0 0
Sro146_g067600 0 0 0 0
Sro146_g067610 0 0 0 0
Sro146_g067690 0 0 0 0
Sro1470_g275400 0 0 0 0
Sro1471_g275420 0 0 0 0
Sro1471_g275430 0 0 0 0
Sro1472_g275490 0 0 0 0
Sro1472_g275500 0 0 0 0
Sro1473_g275600 0 0 0 0
Sro1474_g275740 0 0 0 0
Sro1475_g275800 0 0 0 0
Sro1475_g275850 0 0 0 0
Sro1476_g275890 0 0 0 0
Sro1476_g275920 0 0 0 0
Sro1476_g275930 0 0 0 0
Sro1478_g276020 0 0 0 0
Sro1478_g276060 0 0 0 0
Sro1479_g276110 0 0 0 0
Sro147_g067780 0 0 0 0
Sro147_g067910 0 0 0 0
Sro147_g067930 0 0 0 0
Sro147_g067950 0 0 0 0
Sro147_g067960 0 0 0 0
Sro147_g068000 0 0 0 0
Sro1480_g276170 0 0 0 0
Sro1480_g276180 0 0 0 0
Sro1482_g276300 0 0 0 0
Sro1482_g276330 0 0 0 0
Sro1483_g276400 0 0 0 0
Sro1483_g276410 0 0 0 0
Sro1484_g276440 0 0 0 0
Sro1484_g276480 0 0 0 0
Sro1485_g276520 0 0 0 0
Sro1485_g276540 0 0 0 0
Sro1485_g276570 0 0 0 0
Sro1485_g276580 0 0 0 0
Sro1486_g276650 0 0 0 0
Sro1486_g276660 0 0 0 0
Sro1486_g276680 0 0 0 0
Sro1487_g276750 0 0 0 0
Sro1487_g276810 0 0 0 0
Sro1487_g276820 0 0 0 0
Sro1487_g276830 0 0 0 0
Sro1488_g276850 0 0 0 0
Sro1488_g276880 0 0 0 0
Sro1489_g276920 0 0 0 0
Sro148_g068230 0 0 0 0
Sro148_g068240 0 0 0 0
Sro148_g068250 0 0 0 0
Sro148_g068280 0 0 0 0
Sro1491_g277080 0 0 0 0
Sro1491_g277110 0 0 0 0
Sro1491_g277150 0 0 0 0
Sro1493_g277290 0 0 0 0
Sro1493_g277300 0 0 0 0
Sro1494_g277340 0 0 0 0
Sro1494_g277360 0 0 0 0
Sro1495_g277390 0 0 0 0
Sro1495_g277410 0 0 0 0
Sro1495_g277430 0 0 0 0
Sro1496_g277530 0 0 0 0
Sro1496_g277550 0 0 0 0
Sro1497_g277570 0 0 0 0
Sro1497_g277580 0 0 0 0
Sro1497_g277630 0 0 0 0
Sro1499_g277750 0 0 0 0
Sro149_g068310 0 0 0 0
Sro149_g068360 0 0 0 0
Sro149_g068410 0 0 0 0
Sro149_g068460 0 0 0 0
Sro149_g068490 0 0 0 0
Sro149_g068560 0 0 0 0
Sro14_g010400 0 0 0 0
Sro14_g010410 0 0 0 0
Sro14_g010430 0 0 0 0
Sro14_g010440 0 0 0 0
Sro14_g010490 0 0 0 0
Sro14_g010560 0 0 0 0
Sro14_g010590 0 0 0 0
Sro14_g010640 0 0 0 0
Sro14_g010690 0 0 0 0
Sro1500_g277850 0 0 0 0
Sro1501_g277950 0 0 0 0
Sro1502_g277990 0 0 0 0
Sro1503_g278030 0 0 0 0
Sro1504_g278070 0 0 0 0
Sro1506_g278250 0 0 0 0
Sro1506_g278270 0 0 0 0
Sro1506_g278280 0 0 0 0
Sro1507_g278320 0 0 0 0
Sro1507_g278330 0 0 0 0
Sro1509_g278540 0 0 0 0
Sro150_g068750 0 0 0 0
Sro150_g068780 0 0 0 0
Sro150_g068850 0 0 0 0
Sro150_g068890 0 0 0 0
Sro150_g068940 0 0 0 0
Sro150_g069010 0 0 0 0
Sro1510_g278650 0 0 0 0
Sro1511_g278690 0 0 0 0
Sro1512_g278780 0 0 0 0
Sro1512_g278790 0 0 0 0
Sro1512_g278810 0 0 0 0
Sro1514_g278870 0 0 0 0
Sro1515_g278940 0 0 0 0
Sro1515_g278990 0 0 0 0
Sro1515_g279010 0 0 0 0
Sro1515_g279030 0 0 0 0
Sro1515_g279040 0 0 0 0
Sro1515_g279060 0 0 0 0
Sro1516_g279120 0 0 0 0
Sro1516_g279140 0 0 0 0
Sro1517_g279180 0 0 0 0
Sro1518_g279230 0 0 0 0
Sro1518_g279240 0 0 0 0
Sro1519_g279260 0 0 0 0
Sro1519_g279290 0 0 0 0
Sro1519_g279300 0 0 0 0
Sro151_g069030 0 0 0 0
Sro151_g069070 0 0 0 0
Sro151_g069080 0 0 0 0
Sro151_g069120 0 0 0 0
Sro151_g069130 0 0 0 0
Sro151_g069210 0 0 0 0
Sro151_g069270 0 0 0 0
Sro151_g069310 0 0 0 0
Sro151_g069330 0 0 0 0
Sro1520_g279350 0 0 0 0
Sro1520_g279370 0 0 0 0
Sro1520_g279380 0 0 0 0
Sro1520_g279400 0 0 0 0
Sro1521_g279440 0 0 0 0
Sro1521_g279520 0 0 0 0
Sro1527_g279870 0 0 0 0
Sro1527_g279880 0 0 0 0
Sro1527_g279910 0 0 0 0
Sro1528_g279940 0 0 0 0
Sro1528_g279970 0 0 0 0
Sro152_g069390 0 0 0 0
Sro152_g069400 0 0 0 0
Sro152_g069420 0 0 0 0
Sro152_g069430 0 0 0 0
Sro152_g069440 0 0 0 0
Sro152_g069450 0 0 0 0
Sro152_g069460 0 0 0 0
Sro152_g069480 0 0 0 0
Sro152_g069600 0 0 0 0
Sro1530_g280040 0 0 0 0
Sro1530_g280090 0 0 0 0
Sro1530_g280100 0 0 0 0
Sro1531_g280150 0 0 0 0
Sro1531_g280210 0 0 0 0
Sro1532_g280230 0 0 0 0
Sro1533_g280390 0 0 0 0
Sro1534_g280420 0 0 0 0
Sro1534_g280470 0 0 0 0
Sro1534_g280480 1 0 0 1
Sro1534_g280500 0 0 0 0
Sro1535_g280540 0 0 0 0
Sro1535_g280560 0 0 0 0
Sro1536_g280600 0 0 0 0
Sro1537_g280670 0 0 0 0
Sro153_g069620 0 0 0 0
Sro153_g069740 0 0 0 0
Sro153_g069750 0 0 0 0
Sro153_g069770 0 0 0 0
Sro153_g069810 0 0 0 0
Sro153_g069840 0 0 0 0
Sro1540_g280870 0 0 0 0
Sro1541_g280900 0 0 0 0
Sro1541_g280920 0 0 0 0
Sro1541_g280950 0 0 0 0
Sro1541_g280970 0 0 0 0
Sro1543_g281200 0 0 0 0
Sro1544_g281220 0 0 0 0
Sro1545_g281320 0 0 0 0
Sro1545_g281350 0 0 0 0
Sro1545_g281370 0 0 0 0
Sro1546_g281390 0 0 0 0
Sro1547_g281480 0 0 0 0
Sro1548_g281550 0 0 0 0
Sro1548_g281580 0 0 0 0
Sro1549_g281640 0 0 0 0
Sro154_g069890 0 0 0 0
Sro154_g070010 0 0 0 0
Sro154_g070050 0 0 0 0
Sro154_g070070 0 0 0 0
Sro154_g070140 0 0 0 0
Sro154_g070230 0 0 0 0
Sro154_g070250 0 0 0 0
Sro1550_g281710 0 0 0 0
Sro1551_g281770 0 0 0 0
Sro1553_g281930 0 0 0 0
Sro1554_g282010 0 0 0 0
Sro1554_g282040 0 0 0 0
Sro1555_g282110 0 0 0 0
Sro1555_g282120 0 0 0 0
Sro1555_g282160 0 0 0 0
Sro1557_g282250 0 0 0 0
Sro1557_g282270 0 0 0 0
Sro1559_g282410 0 0 0 0
Sro1559_g282500 0 0 0 0
Sro155_g070290 0 0 0 0
Sro155_g070360 0 0 0 0
Sro155_g070410 0 0 0 0
Sro155_g070480 0 0 0 0
Sro155_g070490 0 0 0 0
Sro155_g070550 0 0 0 0
Sro1561_g282590 0 0 0 0
Sro1563_g282700 0 0 0 0
Sro1566_g282900 0 0 0 0
Sro1566_g282920 0 0 0 0
Sro1567_g282970 0 0 0 0
Sro1567_g282990 0 0 0 0
Sro1568_g283010 0 0 0 0
Sro1568_g283080 0 0 0 0
Sro1569_g283140 0 0 0 0
Sro1569_g283160 0 0 0 0
Sro1569_g283170 0 0 0 0
Sro156_g070610 0 0 0 0
Sro156_g070620 0 0 0 0
Sro156_g070630 0 0 0 0
Sro156_g070660 0 0 0 0
Sro156_g070680 0 0 0 0
Sro156_g070740 0 0 0 0
Sro156_g070860 0 0 0 0
Sro156_g070870 0 0 0 0
Sro156_g070910 0 0 0 0
Sro1570_g283220 0 0 0 0
Sro1572_g283400 0 0 0 0
Sro1573_g283460 0 0 0 0
Sro1577_g283590 0 0 0 0
Sro1577_g283610 0 0 0 0
Sro1578_g283630 1 0 0 1
Sro1579_g283680 0 0 0 0
Sro1579_g283730 0 0 0 0
Sro1579_g283740 0 0 0 0
Sro157_g071000 0 0 0 0
Sro157_g071010 0 0 0 0
Sro157_g071060 0 0 0 0
Sro157_g071070 0 0 0 0
Sro157_g071140 0 0 0 0
Sro157_g071170 0 0 0 0
Sro157_g071180 0 0 0 0
Sro157_g071240 0 0 0 0
Sro157_g071290 0 0 0 0
Sro157_g071300 0 0 0 0
Sro157_g071330 0 0 0 0
Sro157_g071380 0 0 0 0
Sro157_g071390 0 0 0 0
Sro157_g071410 0 0 0 0
Sro1582_g283810 0 0 0 0
Sro1582_g283850 0 0 0 0
Sro1582_g283860 0 0 0 0
Sro1582_g283880 0 0 0 0
Sro1583_g283890 0 0 0 0
Sro1583_g283900 0 0 0 0
Sro1585_g284110 0 0 0 0
Sro1586_g284180 0 0 0 0
Sro1586_g284190 0 0 0 0
Sro1586_g284210 0 0 0 0
Sro1588_g284320 0 0 0 0
Sro1589_g284370 0 0 0 0
Sro158_g071570 0 0 0 0
Sro158_g071610 0 0 0 0
Sro158_g071630 0 0 0 0
Sro158_g071680 0 0 0 0
Sro158_g071710 0 0 0 0
Sro1591_g284450 0 0 0 0
Sro1591_g284460 0 0 0 0
Sro1593_g284490 0 0 0 0
Sro1593_g284530 0 0 0 0
Sro1594_g284580 0 0 0 0
Sro1595_g284670 0 0 0 0
Sro1595_g284680 0 0 0 0
Sro1597_g284860 0 0 0 0
Sro1598_g284930 0 0 0 0
Sro159_g071790 0 0 0 0
Sro159_g071830 0 0 0 0
Sro159_g071870 0 0 0 0
Sro159_g071910 0 0 0 0
Sro159_g071920 0 0 0 0
Sro159_g071930 0 0 0 0
Sro159_g071960 0 0 0 0
Sro159_g071990 0 0 0 0
Sro159_g072000 0 0 0 0
Sro15_g010870 0 0 0 0
Sro15_g010900 0 0 0 0
Sro15_g010950 0 0 0 0
Sro15_g011060 0 0 0 0
Sro15_g011130 0 0 0 0
Sro15_g011150 0 0 0 0
Sro15_g011230 0 0 0 0
Sro15_g011260 0 0 0 0
Sro15_g011340 0 0 0 0
Sro15_g011350 0 0 0 0
Sro15_g011360 0 0 0 0
Sro1600_g285030 0 0 0 0
Sro1600_g285040 0 0 0 0
Sro1600_g285090 0 0 0 0
Sro1601_g285160 0 0 0 0
Sro1602_g285240 0 0 0 0
Sro1603_g285300 0 0 0 0
Sro1604_g285350 0 0 0 0
Sro1605_g285410 0 0 0 0
Sro1607_g285550 0 0 0 0
Sro1607_g285560 0 0 0 0
Sro1608_g285710 0 0 0 0
Sro1608_g285720 0 0 0 0
Sro160_g072050 0 0 0 0
Sro160_g072130 0 0 0 0
Sro160_g072150 0 0 0 0
Sro160_g072160 0 0 0 0
Sro160_g072170 0 0 0 0
Sro160_g072190 0 0 0 0
Sro160_g072240 0 0 0 0
Sro1610_g285800 0 0 0 0
Sro1613_g286070 0 0 0 0
Sro1614_g286130 0 0 0 0
Sro1615_g286160 0 0 0 0
Sro1615_g286180 0 0 0 0
Sro1617_g286290 0 0 0 0
Sro1617_g286300 0 0 0 0
Sro1618_g286360 0 0 0 0
Sro1618_g286370 0 0 0 0
Sro1618_g286400 0 0 0 0
Sro1618_g286440 0 0 0 0
Sro1619_g286470 0 0 0 0
Sro161_g072330 1 0 0 1
Sro161_g072380 0 0 0 0
Sro161_g072530 0 0 0 0
Sro161_g072640 0 0 0 0
Sro1625_g286730 0 0 0 0
Sro1625_g286790 0 0 0 0
Sro1626_g286820 0 0 0 0
Sro1626_g286900 0 0 0 0
Sro1628_g287010 0 0 0 0
Sro1629_g287050 0 0 0 0
Sro1629_g287110 0 0 0 0
Sro1629_g287130 0 0 0 0
Sro162_g072690 0 0 0 0
Sro162_g072800 0 0 0 0
Sro162_g072810 0 0 0 0
Sro1630_g287170 0 0 0 0
Sro1631_g287220 0 0 0 0
Sro1632_g287270 0 0 0 0
Sro1634_g287450 0 0 0 0
Sro1634_g287480 0 0 0 0
Sro1634_g287490 0 0 0 0
Sro1636_g287540 0 0 0 0
Sro1638_g287740 0 0 0 0
Sro1638_g287790 0 0 0 0
Sro1639_g287810 0 0 0 0
Sro1639_g287830 0 0 0 0
Sro1639_g287850 0 0 0 0
Sro163_g073020 0 0 0 0
