UniqueCount	AmbigCount
7	0
8	0
4	0
18	21
0	0
26	0
0	0
0	0
0	0
0	0
0	0
8	0
10	5
4	0
0	0
216	0
0	0
0	0
0	0
0	0
78	0
82	0
3	0
0	0
10	6
1	3
0	0
5	1
6	0
0	17
1	0
0	0
0	0
42	0
132	0
18	0
29	0
14	0
80	0
45	0
25	0
12	0
17	0
70	0
37	0
5	0
0	0
0	2
0	0
5	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
40	0
356	0
37	0
0	0
17	2
19	0
5	1
0	0
9	0
2	0
42	0
25	2
1	0
0	56
0	1
6	23
0	7
0	0
14	56
0	1
69	23
14	7
158	0
11	0
0	0
0	5
0	1
60	0
8	0
5	0
34	0
10	0
0	0
1	0
16	0
28	0
30	0
8	0
0	0
16	0
0	0
19	0
122	0
0	0
0	0
15	0
0	0
2	0
0	0
0	0
10	0
2	0
1	0
0	0
0	0
52	0
23	0
6	0
7	0
15	0
0	2
0	2
0	0
6	0
0	116
80	116
0	0
2	0
0	0
0	0
0	0
0	0
14	0
14	0
0	0
73	0
126	0
10	0
24	0
2	0
21	35
0	35
0	0
15	0
5	0
8	0
1	0
4	0
42	0
2	0
0	0
1	0
32	0
1	0
0	2
0	3
1	0
122	0
71	0
0	0
0	0
0	0
10	0
0	0
23	0
38	0
12	0
9	0
61	0
18	0
6	0
31	0
5	0
0	0
41	0
34	0
21	0
2	0
7	0
0	0
7	0
0	0
0	0
0	0
0	0
200	0
4	0
0	0
0	0
12	0
8	0
221	0
34	0
568	0
0	12
0	12
2301	0
15	0
192	0
1346	0
14	0
1	0
1	0
18	0
2	0
12	0
0	0
0	0
0	0
7	0
0	0
25	0
4	0
0	0
1	0
95	0
6	0
0	0
0	0
37	0
26	0
12	0
0	0
10	0
10	0
0	0
0	0
0	0
70	0
0	0
6	0
184	0
4	0
14	0
0	0
47	0
41	0
0	0
0	0
3	0
9	2
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	0
23	0
7	0
1	0
34	0
0	0
1	0
27	0
2	0
0	0
0	0
0	0
0	4
969	0
51	0
8	0
8	0
8	0
21	0
3	0
219	0
3	0
0	0
37	0
37	0
18	0
41	51
0	50
299	0
4	0
1	0
51	0
115	0
735	0
31	0
31	0
4	0
3	0
8	0
0	0
2	0
2	0
101	0
11	0
90	0
4	0
0	0
64	0
35	0
0	0
34	0
435	0
1	0
36	0
2	0
1	0
1	2
0	2
3	0
12	0
5	0
2	0
23	0
1	0
3	0
0	0
0	0
0	0
0	0
60	0
12	0
7	0
7	0
20	0
22	0
115	0
2	0
5	0
0	9
8	3
0	0
0	0
2	3
0	0
7	0
10	0
0	0
0	0
213	0
2	0
0	0
0	0
27	0
122	0
13	0
9	0
127	0
