t15 t1 t3
Sro100_g051330 0.566072786330375 -1.14962975895465 -1.06818522861476
Sro100_g051340 1.1397449074451 0.36237521096814 2.07674908035954
Sro100_g051350 2.52448015806428 1.02641487478568 0.61080024205373
Sro100_g051360 -1.06930657878693 -1.48446361768214 -2.25897852569539
Sro100_g051370 0.281576182207554 0.229896724659479 1.38012747206365
Sro100_g051380 0.993304582074436 0.278192763059838 0.269476221443118
Sro100_g051390 1.03504027366256 -0.984717428183125 -0.742717319838436
Sro100_g051400 0.549690669256948 0.610448575903761 -2.88384566841997
Sro100_g051410 -3.43866195952951 -0.354450044890599 1.58724902228583
Sro100_g051420 0.725763000419508 -0.185571043156103 -0.660150776787859
Sro100_g051430 -2.40678492443393 -1.63984941381058 -1.16137148405903
Sro1010_g230790 -0.888824871256177 -0.135120271094537 0.30007977821849
Sro1010_g230800 -1.44636154296465 2.34068424406948 2.94794414376012
Sro1010_g230810 -0.94772065745936 0.688763049907468 -0.586061153496803
Sro1010_g230820 -0.158441065108746 0.392188959587754 -0.700529114280016
Sro1010_g230830 -0.508443879175144 0.99276128061291 1.14097410003367
Sro1010_g230850 2.53928143707904 1.69277309677732 -1.19545715660009
Sro1010_g230860 -0.180598440281585 -0.131289773001984 -0.767437067660819
Sro1010_g230870 0.92714968462471 0.213131079166587 4.18916778401563
Sro1010_g230880 -0.966077356506356 -0.33975184863523 -1.00035948733954
Sro1010_g230890 -0.887618963265464 -0.569153283633719 -0.738667287627277
Sro1010_g230900 -0.178028937369093 -0.238457094064692 1.49561697574854
Sro1010_g230910 -0.00174937853566551 -0.193198205939841 -3.03984946946059
Sro1010_g230920 0.186940973790305 0.394317503373879 0.744071612352259
Sro1010_g230930 -0.584874256783986 0.523941888405009 -0.913701744606273
Sro1010_g230940 -0.24081864947858 0.371955500679085 -0.522687724874996
Sro1010_g230950 -0.817749048749337 1.1467893249499 0.386370060746721
Sro1011_g230960 -0.899452983822255 1.3956452459282 1.38243143412754
Sro1011_g230970 -1.53816290359799 1.19217508752879 0.359477490283294
Sro1011_g230980 0.209885065512356 -0.482603996329781 -3.51493662897205
Sro1011_g230990 -0.563263634779309 0.321874168269392 -0.757219737251637
Sro1011_g231000 0.1635514634792 -0.962821754511862 0.123672244797108
Sro1011_g231010 2.33431189542856 1.15341219233877 -0.839271423643477
Sro1011_g231020 0.398397432817195 0.210201304104892 0.763058850070264
Sro1011_g231040 -0.29096748356518 0.262928282970442 -0.166688120190695
Sro1011_g231080 -1.64951780579307 1.42452460791024 2.12969770093284
Sro1011_g231090 -0.742682430369452 0.511024581474538 -1.643245050625
Sro1011_g231100 0.79089373670195 1.60015586955372 1.10507174517344
Sro1012_g231130 1.09681119192711 0.983073122934636 1.05956884563281
Sro1012_g231140 0.55216859305957 1.14086963677515 2.16037234416678
Sro1012_g231150 -0.199586138957525 -0.394780005074164 -1.05302724593242
Sro1012_g231160 0.706089113025327 0.624345580268176 1.34430942541105
Sro1012_g231170 -0.0928594354340884 0.163721228977326 0.28430790712066
Sro1012_g231180 0.768029977818196 -0.507188746433994 -2.01006274471711
Sro1012_g231190 -0.0204752775129813 0.156202280416579 0.320858540286659
Sro1012_g231200 -0.0353470279731042 0.319902697819136 -2.35682344955051
Sro1012_g231210 0.283705147492541 0.193051170643964 -0.121941188901629
Sro1012_g231220 0.01410086375834 0.168597108363945 -2.0297740604281
Sro1012_g231230 -0.00442067861790594 -0.325011835574993 -1.83668079505917
Sro1012_g231240 -0.550289590750278 0.335824952509346 1.62670413173256
Sro1012_g231250 -0.548173737902124 -2.05012042897828 -1.23558046393733
Sro1012_g231260 1.37103620703371 -0.0915669793858413 1.66829057268184
Sro1012_g231270 2.2142846501819 0.993453816952008 2.47736183040503
Sro1012_g231280 0.0739560071572958 0.261952139041118 -0.614506366953027
Sro1013_g231290 -0.296871090768946 -0.796894159197292 -0.339238289396037
Sro1013_g231300 -1.08604132158132 -1.03018374146932 0.184229815581678
Sro1013_g231310 -3.07613641144551 -1.12306297412491 0.686029980971625
Sro1013_g231330 1.17096084948851 -0.987885674664623 -0.851522895932024
Sro1013_g231340 1.09010910568584 0.446515208574457 0.114483575584829
Sro1013_g231360 -0.434243005124669 -1.57954916364864 0.990964009246151
Sro1014_g231370 0.116579130804629 0.0450924764623531 0.187790975654932
Sro1014_g231380 -0.22704510236387 0.776621624477861 1.21818043070519
Sro1014_g231390 -3.11698239462186 1.53947446066293 1.06880840373016
Sro1014_g231400 -0.331017457942723 -0.642435167460376 0.744699117143863
Sro1014_g231410 0.313773929227348 -0.692492556895316 0.0518424213172676
Sro1014_g231420 0.103360067873319 -0.145441039354333 -0.1938526970248
Sro1014_g231430 -0.486201772997131 -0.326279587063415 -1.25304408871233
Sro1014_g231440 -2.51889507921147 -4.34353393122866 2.58127616850966
Sro1014_g231450 0.544849161790933 0.063252853586522 0.480796774958168
Sro1014_g231460 -0.10031051980045 -0.0987882070824523 -1.46240796210694
Sro1015_g231500 0.0767639563188278 0.083180386500318 0.373238105901014
Sro1015_g231520 0.951838409596471 -1.25249945651232 -0.457260577000701
Sro1015_g231530 -0.0810700590192612 -0.35369461980333 0.198064741306824
Sro1015_g231540 0.243896890573893 0.713980134217855 0.39960720475935
Sro1015_g231550 0.58037202124262 0.115645780683812 0.574429993763941
Sro1015_g231560 -2.57736567728443 -3.12988582516547 1.23278858532085
Sro1015_g231570 0.219603928554751 0.322034694116322 -1.1628180895202
Sro1015_g231580 0.148476885556074 -0.182081488058368 -2.12484654972531
Sro1016_g231610 0.490015825070419 -0.354110056450652 0.320308318877088
Sro1016_g231620 0.807489727750265 -0.0301536348962074 -0.670255519072017
Sro1016_g231650 -1.56875238507687 -0.774419520901251 1.36454394377592
Sro1017_g231690 2.30518842514678 -0.542763820683435 -0.334257099888599
Sro1017_g231720 0.366506025661687 -0.427461610551572 0.470443993723813
Sro1017_g231730 -0.0244674061171167 0.324470065767806 1.17688321428168
Sro1017_g231740 -1.97097058179628 -2.30060280223994 -1.33044896439874
Sro1017_g231750 0.176842185857154 0.158068276487291 -0.227902963065285
Sro1017_g231770 -3.06628615137447 -1.12048433603603 -1.69256081234061
Sro1017_g231780 -1.36785645541118 -0.330856794470873 -1.47702135978536
Sro1017_g231790 0.471965633926134 1.96729633592205 -2.07356286983728
Sro1017_g231800 0.323669838549695 -0.675744660633897 1.61296516970196
Sro1017_g231810 -3.135779555275 3.20857360819388 1.95959015030588
Sro1018_g231830 0.327466214856485 -0.91377271605084 1.34349990738458
Sro1018_g231840 0.0746596301499431 -0.325308157054552 1.06807335162404
Sro1018_g231850 -0.485710532843616 -0.307483165564383 -0.818894370661979
Sro1018_g231860 0.40199412429441 -0.586405137266482 0.859841413384777
Sro1018_g231870 -0.910629176865923 0.174149085959343 -1.452786969095
Sro1018_g231880 -0.899627121657724 -0.991038460193727 0.168581218520598
Sro1018_g231890 -0.848487493805693 -0.901261764972275 -3.19584148308442
Sro1018_g231900 -0.684718745583167 -0.479137344210801 0.905723265292527
Sro1018_g231910 0.589142692996767 0.305225652864681 -0.294487152801111
Sro1018_g231920 -2.59608406083139 1.73195866765121 1.53730340518808
Sro1019_g231940 0.503002835104729 0.204399081544029 0.33162846926681
Sro1019_g231950 -0.117720712929779 -0.0869099494509154 -0.448165905689658
Sro1019_g231960 0.268578192381774 0.0921572295745495 -0.245166401812909
Sro1019_g231970 -0.774285124638779 -0.960679825598245 -0.993608330396487
Sro1019_g231980 -0.50783797076469 -0.0505020341995944 -1.19752116246978
Sro1019_g231990 0.268937258942416 0.286807152808446 2.0827243264225
Sro1019_g232000 1.56249879964971 -0.195367411539863 1.69581571037226
Sro1019_g232010 0.280701092395234 -0.269589905236211 0.759002433229627
Sro1019_g232020 0.877829501241131 0.0109681510896749 0.833506780870613
Sro1019_g232030 -0.277215786469074 0.291352069114264 -2.31818307917005
Sro1019_g232040 0.200118846226902 0.968831044695399 -0.648156284598616
Sro1019_g232050 0.427688772475156 0.162458717887779 1.16493374710349
Sro101_g051440 0.599208349867947 0.305806592238991 0.60210051697146
Sro101_g051450 0.448660096132814 -1.23266121631381 1.64199812018847
Sro101_g051460 0.383686307987545 0.420042480987347 0.402186317763844
Sro101_g051470 0.801273573121942 0.356655191583054 3.9750324036778
Sro101_g051480 -0.443648103614124 0.897541274096638 4.12830771563019
Sro101_g051490 0.916088156180357 -0.807946009591669 -0.237165687660626
Sro101_g051500 0.420890013674096 -0.668920308905731 -0.52423493767258
Sro101_g051510 0.275973000253851 0.22242573816895 1.11324689779386
Sro101_g051520 0.159008619916729 -0.0139752741550467 -0.40589261185829
Sro101_g051530 -0.621760643373768 0.395423624787118 0.428860971723673
Sro101_g051540 0.462748085062112 -2.18090766965241 -6.43151465833215
Sro101_g051550 0.410078957733819 0.185342285877805 -3.64927266068684
Sro101_g051560 -0.0386667390136867 0.333133784905725 -1.56557857946721
Sro101_g051570 -0.708069148798295 -0.787821816786798 1.93991096059277
Sro101_g051580 0.34099047667994 0.511120958914484 0.583277789293519
Sro101_g051590 -1.36145286190035 0.373769016479308 -2.31994795914774
Sro101_g051610 -0.625124954023391 -0.0219236350134322 0.434203058914026
Sro101_g051620 -0.447451104774167 0.736351530205287 2.16220957513955
Sro101_g051630 0.98374546479268 -0.862205898955914 1.83148495168207
Sro101_g051640 -0.262580653081634 -1.29104642229718 -0.693907634808658
Sro101_g051650 -0.226442494568446 0.413178067129777 1.22277814766844
Sro101_g051660 0.909032922048971 -0.185673372036341 0.374782656920408
Sro101_g051670 0.335099350356514 -0.0246274564386954 0.0129729012241879
Sro101_g051680 1.10941248709139 0.365433851780254 -1.30635588314542
Sro101_g051690 0.199158606814844 -0.652547611490422 -1.20590795209466
Sro101_g051700 -0.829571288275323 -0.733391282499837 -1.42723317154505
Sro101_g051710 0.654523623562691 -0.114617275209763 0.427846305609928
Sro101_g051760 0.802393111258712 -0.917174526007389 0.119092304063621
Sro101_g051770 0.373081888091888 1.6404605969889 1.83263963316416
Sro101_g051780 0.689757734603295 -0.966721300257197 -2.01751896262192
Sro101_g051790 -0.617950062165524 -1.37874869007009 -0.881280985396747
Sro101_g051800 -0.196626073286727 0.243179502224754 -0.000474169038077817
Sro101_g051810 0.194446514271813 0.00948388327742172 0.657618797322104
Sro101_g051820 0.915319688046173 -0.415638929686402 -0.0088633124063977
Sro101_g051830 -0.138287631098346 1.02726896946055 1.0359914329864
Sro101_g051840 -0.354770306769714 0.272424221797355 0.49205171727833
Sro1020_g232060 -1.53838864809928 0.284844702640155 -0.589240340011655
Sro1020_g232070 0.859629821813657 -0.1462402467566 0.177118684042672
Sro1020_g232080 -0.489766703992817 0.466987743771451 2.70869937185915
Sro1020_g232100 0.257056449321374 -0.986553665181665 0.311764489295092
Sro1020_g232110 -0.081396425306493 -0.46644132255574 -1.60249603635622
Sro1020_g232120 -0.616100773711041 -0.767624050176968 -0.842947560312099
Sro1020_g232130 -0.17307914933961 -0.0199403149458318 0.270011869303153
Sro1020_g232160 -0.970916368985447 0.262200441351694 -2.20723883693938
Sro1020_g232170 -0.266916243636749 -0.271027976703624 -1.43218154664784
Sro1021_g232200 -0.302911659346728 -1.31905788424044 -0.522130188787252
Sro1021_g232210 -0.171935276535314 -0.642158389953066 -0.256065812004355
Sro1021_g232220 -0.429530071354733 1.37635801745642 0.707599307115781
Sro1021_g232230 -1.42107607585261 0.782739915457027 0.497556527413694
Sro1021_g232240 -0.0922646850548447 -0.262002343182397 -0.381661152689326
Sro1021_g232260 -1.77210398519315 0.400126246522354 -2.68393856197396
Sro1021_g232270 -0.210729603327691 0.400469532719199 -2.20111570907708
Sro1021_g232280 -0.0342683208647573 -0.168296172956198 -0.658762470060429
Sro1021_g232290 2.1214701882506 -0.170475522273962 1.11985951084509
Sro1022_g232330 0.370699378419001 0.87458174337822 -1.20647305070456
Sro1022_g232340 -2.11698990296498 0.196539346129494 0.0924271974748302
Sro1022_g232350 -2.55205310333373 2.50660903361658 2.11543497144726
Sro1022_g232360 -1.45246378792238 -2.32975828330202 -1.47087205691397
Sro1022_g232370 -1.86549566400655 -1.72629326609111 -1.11340071681335
Sro1022_g232380 -0.231277576298599 0.109356739778863 -0.120085933154227
Sro1022_g232390 0.307328599429229 1.05103123160092 -2.64800053033263
Sro1022_g232400 0.147417509925616 0.391597765829113 -0.267072236216094
Sro1022_g232410 -1.58817044499508 -1.00253382173319 -0.152714503292081
Sro1022_g232420 -0.578878362036032 -0.228538345822628 -0.855194854190431
Sro1022_g232430 1.00030682342191 1.48968750397009 -2.24075024177271
Sro1022_g232440 0.674757187482821 1.9515490444588 3.43876631708638
Sro1022_g232450 0.382334237220562 -0.662915572325723 -1.24177965622805
Sro1023_g232460 -1.96444443061539 -1.63952414082124 -0.92468636723987
Sro1023_g232470 1.08964278571159 -0.301943467880227 1.5218819330212
Sro1023_g232480 1.94746439699921 -0.8906509355276 0.706532759007442
Sro1023_g232490 -0.266392900180666 -0.0197588875715735 0.16803557492695
Sro1023_g232500 -0.0794683434541265 1.92560702653502 -2.00702138682322
Sro1023_g232510 0.259188643068013 -0.00366771225447519 0.242640115332911
Sro1023_g232520 0.214215968433883 -1.73598069554216 0.96283318567237
Sro1023_g232530 0.25086204269993 0.257512134256199 -1.08203473968416
Sro1023_g232540 -0.215040076580784 0.882599971032275 -0.72598599339963
Sro1023_g232550 -0.167938323995453 -0.29604747143448 0.896063284409709
Sro1023_g232560 -0.635043308450057 -0.168206776222685 -0.676677701444812
Sro1024_g232600 -0.0771226623707624 0.241436810535173 0.0725194440355201
Sro1024_g232610 -0.0901438126785844 -0.205712433265435 0.458491154246597
Sro1024_g232620 -0.82870175579638 0.484229919470523 1.14670039820482
Sro1024_g232630 -0.220056713914513 -0.481592218302073 1.2943768368232
Sro1024_g232640 -0.336672899529721 0.459613169069461 1.52653870047437
Sro1024_g232650 -0.614939740416263 -0.62243320689334 -0.070194239720898
Sro1024_g232660 0.368884034697121 -0.830147202077815 -0.0893354334627217
Sro1024_g232670 0.0310143590532162 -0.0330533719697786 0.383779951941861
Sro1024_g232680 0.00154810058223513 0.537250979036122 1.61038513643905
Sro1024_g232690 -0.742946399746153 0.695819225779949 1.67006284042767
Sro1024_g232700 -0.7705436674674 0.869082012617905 0.713064242760435
Sro1024_g232710 0.325991744864973 -0.0460771210800232 -0.0829129351257277
Sro1025_g232740 -0.204515547689227 1.02172464263407 0.15470436645598
Sro1025_g232750 0.476277879477889 -0.759074028301827 -0.425565617232739
Sro1025_g232780 1.19950049142647 0.50290517746218 -0.412999185325234
Sro1025_g232790 0.198655167227303 -0.1315038245679 -0.208926499817243
Sro1025_g232800 0.170743415443868 0.263622909571617 -0.56828280867155
Sro1025_g232810 0.589508063068377 0.481297409011586 -0.161533910485347
Sro1025_g232820 1.21578868551448 0.065771449045744 -1.69020075857979
Sro1025_g232830 0.550513690823291 -0.0566808476067941 3.54924532456857
Sro1026_g232860 0.0847379492601873 0.337546205338518 -2.61500862174772
Sro1026_g232870 0.894302063402963 -0.0844886524341473 0.725272225574342
Sro1026_g232880 1.73443200150045 0.154727018134344 -1.35077051431523
Sro1026_g232890 1.31540601186589 1.26078369701005 0.268661393127305
Sro1026_g232900 1.38261020491239 -0.507625227719229 1.48785546760107
Sro1026_g232910 0.788512125564395 0.497103344225852 1.37967575835227
Sro1026_g232920 0.807542295629479 -0.530929002420779 0.551093716591922
Sro1026_g232930 1.79732637983664 0.279878821307029 0.449316046886632
Sro1026_g232940 -0.852620389858648 -0.199464964666032 1.78390987304621
Sro1026_g232960 -0.608530987979909 -0.463305456269392 -1.26843106910546
Sro1026_g232970 0.26625324816912 1.23750043093167 -0.375487284431471
Sro1027_g232980 -0.0253211181925827 -0.451214395286936 0.200102516211966
Sro1027_g232990 -0.128083371315707 0.0699249518888414 1.43716159439236
Sro1027_g233000 -0.721878678814468 -0.405318463305213 -1.42905281853501
Sro1027_g233010 -0.463439864456417 -0.657034204263638 -1.84493508918071
Sro1027_g233020 0.839928275757284 -1.86240949020165 1.31708249950323
Sro1027_g233030 0.776716142500011 0.0402094734174016 0.689221192864036
Sro1027_g233040 0.732158154744993 -0.901669851806171 -0.253445608181529
Sro1027_g233050 3.24943415742365 -0.135449365674254 0.384651498279753
Sro1027_g233080 -1.24737590525268 -0.180313102059691 -3.59791391077548
Sro1027_g233090 0.567940770042991 0.594149462362873 0.230007868115017
Sro1027_g233100 0.202867247324764 0.30978264671113 0.541011116874485
Sro1028_g233120 -0.65382853756303 -1.32159707174108 -2.10259060687925
Sro1028_g233130 1.04231766168755 -0.115796334974578 0.710384626760509
Sro1028_g233140 0.26780586271919 0.0376818077300614 -1.40850169494793
Sro1028_g233150 -0.25066699123511 -0.493451209046141 -1.96744281309931
Sro1028_g233160 -0.652980422529062 0.508367960010856 -1.26580525678156
Sro1028_g233170 0.7206388384151 -0.0995605502733297 2.18822637437581
Sro1028_g233180 -2.92837360165827 -4.14145932037371 1.09981787693909
Sro1028_g233190 -0.257400401868128 -1.56680345198529 -1.58816179838165
Sro1028_g233200 -4.08516251131009 1.16017425478344 1.65227787061358
Sro1028_g233210 0.0324978346147115 -2.31148915871108 -2.19788795874894
Sro1029_g233220 0.070533255598113 0.0132765866202235 1.67383311961799
Sro1029_g233230 -0.181923896512817 0.0578874138336015 -1.21145812950268
Sro1029_g233240 0.260002622504525 0.424224743142783 -0.894024692473151
Sro1029_g233260 -0.482649477445607 0.536363065417131 -0.43616483570492
Sro1029_g233270 -0.0896994694884249 -0.080159109605258 0.961591999995703
Sro1029_g233280 -0.624090904333911 -0.886071474659187 -0.655261716925609
Sro1029_g233290 2.65768436787606 0.0536522855080212 -4.55724591661196
Sro1029_g233300 1.61952771852288 -0.31191546911677 -1.38084068343489
Sro1029_g233310 0.126468865198188 -0.00806564186907936 0.176634668522903
Sro1029_g233320 0.807653437739509 0.15314744575875 0.225145973923298
Sro102_g051850 -0.183139267729603 3.48841312354246 2.13556720390984
Sro102_g051870 0.595282197099306 0.239104125357251 1.96698376815775
Sro102_g051880 -0.0663681833466698 0.261004027341242 1.30121865837719
Sro102_g051900 -0.023586732102761 0.00912213412361905 0.550796205507257
Sro102_g051910 -0.328555207762661 -0.377338249031991 3.10694820741041
Sro102_g051920 0.205897590887131 0.201634677991045 0.40597517765739
Sro102_g051930 -0.138192138004127 0.287364387832431 1.00062913440581
Sro102_g051940 0.196768898004083 0.0629792405555817 0.969535166333533
Sro102_g051950 0.110054551015286 1.36176638034566 0.847250230313053
Sro102_g051960 -0.287123443319901 -0.248972727709924 -0.637929365754782
Sro102_g051970 0.577073948515939 -0.19171178674906 0.735748595322061
Sro102_g051980 -0.679690692341809 -0.747177132691894 -1.40400232827463
Sro102_g051990 -0.233069271678366 -0.723382419661488 0.590880028508607
Sro102_g052000 -0.377143080674224 0.29204232849943 -0.175147375273014
Sro102_g052010 0.267231209587479 0.305245631856834 -1.4973438986145
Sro102_g052020 -0.322110131952719 0.413539085696691 0.228567688774852
Sro102_g052030 0.333167947667404 -0.535005342301509 1.62830352979586
Sro102_g052040 -0.321647485239914 -0.0726869502601264 0.578105136231661
Sro102_g052050 0.576475914232025 0.342353928453253 0.552361156532837
Sro102_g052060 0.732085191720406 0.401136874988202 1.88863432443083
Sro102_g052070 -0.758399175525113 -1.5344259077619 0.0323441873816691
Sro102_g052080 -3.51920810472781 -0.431669236048343 1.48556516043763
Sro102_g052090 3.83668472201183 -1.57514197853443 -0.310297572724074
Sro102_g052100 0.425205637119141 -0.358134121981713 0.466569440355515
Sro102_g052110 0.18554837024146 -0.409782235833473 0.54003505082849
Sro102_g052120 -0.0635109890247824 -0.370816244574362 -0.172065057588114
Sro102_g052130 -0.373448770399711 0.130639493731247 -0.0711432774678822
Sro102_g052140 0.0513442774612881 0.291908736210509 -0.0517543629219963
Sro102_g052150 -1.07400930229979 1.26329234283753 1.75544262685171
Sro102_g052160 0.387788884146658 -0.0303195175835274 0.169190035737419
Sro102_g052170 1.32060571161545 0.835692608835335 -0.0556825348028648
Sro102_g052180 3.1325806156854 -0.262059926417772 2.17748599248499
Sro102_g052190 0.140931279854826 0.19496185498959 0.110257884440137
Sro102_g052200 0.706445673179209 0.182231121290696 0.539947428765958
Sro102_g052210 5.85414488641838 2.83349089662921 0.0593476484120562
Sro102_g052250 2.02645273908441 -1.45532650202286 2.18611736375318
