padjScreen t15 t1 t3
Sro1089_g240070 0.0495269930883787 1 0.0190347052889104 1
Sro1323_g262660 0.0495269930883787 1 1 0.0159303110561535
Sro97_g050030 0.0495360685031931 1 0.715493275159966 0.0535168063693892
Sro448_g145210 0.0496386535751374 1 0.467651475090748 0.114293196440754
Sro436_g142570 0.0496737649642072 0.0104063355268017 1 1
Sro260_g101530 0.0496844074614008 1 1 0.0115853854525602
Sro972_g226640 0.0496844074614008 1 1 0.0114158499543368
Sro450_g145520 0.0496994435264379 1 1 0.0172785027510209
Sro97_g049790 0.0497417068594599 1 1 0.0118445584441817
Sro138_g064820 0.0497650117802695 0.0975627971933264 0.94939038977524 0.850734429236921
Sro954_g224310 0.0497893172218419 1 0.154999489441401 0.156230157171324
Sro592_g172130 0.0497930503014839 1 1 0.0212675824169091
Sro515_g158250 0.0498094894771703 1 0.127972781924735 0.589510340966322
Sro1896_g304040 0.0498632643395213 0.344207320559664 0.827760583548968 0.50613336253285
Sro891_g216870 0.0498840260878497 1 1 0.0216745116456218
Sro32_g020630 0.0498959131269524 0.03338377239156 1 1
Sro558_g166270 0.0499198644710196 1 1 0.00965293336880802
Sro691_g187700 0.0499198644710196 1 1 0.0217893094726114
Sro1381_g267900 0.0499339396729322 1 0.164588735299056 0.100230333298489
Sro2354_g324520 0.0499339396729322 0.337623916471183 0.803667484746606 0.220764102101904
Sro133_g063210 0.0499533199618559 0.207546921526976 0.475334926812705 1
Sro1398_g269220 0.0499819834733732 0.0166593772066241 1 1
Sro39_g024070 0.0499819834733732 0.341233011791718 0.171251415312497 1
Sro1722_g293560 0.0500181936320075 NA NA NA
Sro473_g150100 0.0500181936320075 NA NA NA
Sro6_g005540 0.0501059190020233 NA NA NA
Sro405_g136020 0.0501112239454914 NA NA NA
Sro1763_g296020 0.0501137669953118 NA NA NA
Sro1573_g283450 0.0501515148296019 NA NA NA
Sro407_g136630 0.0501734767145973 NA NA NA
Sro62_g035270 0.0502742820846732 NA NA NA
Sro100_g051340 0.0503086416511514 NA NA NA
Sro3798_g351140 0.0503086416511514 NA NA NA
Sro408_g136870 0.0503086416511514 NA NA NA
Sro444_g144270 0.0503086416511514 NA NA NA
Sro868_g213280 0.0503086416511514 NA NA NA
Sro244_g097090 0.0503367273627114 NA NA NA
Sro249_g098710 0.0503478086958509 NA NA NA
Sro1436_g272420 0.0504547721968193 NA NA NA
Sro213_g088580 0.0504547721968193 NA NA NA
Sro415_g138440 0.0504547721968193 NA NA NA
Sro910_g219070 0.0504721634052022 NA NA NA
Sro1629_g287050 0.0504788796641463 NA NA NA
Sro27_g018110 0.0504788796641463 NA NA NA
Sro326_g117990 0.0504788796641463 NA NA NA
Sro34_g022110 0.0504788796641463 NA NA NA
Sro398_g134660 0.0504788796641463 NA NA NA
Sro426_g140380 0.0504788796641463 NA NA NA
Sro920_g220320 0.0504841249402116 NA NA NA
Sro1017_g231740 0.0504884640895855 NA NA NA
Sro1431_g272070 0.050619288385737 NA NA NA
Sro2113_g315070 0.050619288385737 NA NA NA
Sro708_g190770 0.0506207415214493 NA NA NA
Sro1511_g278700 0.0506589964005447 NA NA NA
Sro91_g047600 0.0506589964005447 NA NA NA
Sro93_g048710 0.0506589964005447 NA NA NA
Sro900_g217850 0.0506763944636179 NA NA NA
Sro151_g069170 0.0506792885685217 NA NA NA
Sro1325_g262930 0.0506921838968171 NA NA NA
Sro2124_g315600 0.0507148220195984 NA NA NA
Sro555_g165680 0.0507148220195984 NA NA NA
Sro144_g066970 0.0507329193109732 NA NA NA
Sro3021_g342240 0.0507329193109732 NA NA NA
Sro1653_g288840 0.050756161968956 NA NA NA
Sro213_g088330 0.0507902431228364 NA NA NA
Sro417_g138650 0.05083581242006 NA NA NA
Sro4097_g352870 0.0508554034090754 NA NA NA
Sro161_g072550 0.0508727877527658 NA NA NA
Sro618_g176190 0.0509058833990459 NA NA NA
Sro1031_g233460 0.050983367062701 NA NA NA
Sro1443_g273200 0.0510350242009057 NA NA NA
Sro538_g162600 0.0510350242009057 NA NA NA
Sro259_g101280 0.0510752269585114 NA NA NA
Sro658_g182810 0.0510752269585114 NA NA NA
Sro6_g005190 0.0511134380459355 NA NA NA
Sro77_g042220 0.0511375109901768 NA NA NA
Sro57_g033270 0.0511433647417974 NA NA NA
Sro349_g123430 0.051156097549455 NA NA NA
Sro91_g047580 0.051156097549455 NA NA NA
Sro307_g113350 0.0511639534447814 NA NA NA
Sro2123_g315560 0.0512498254649321 NA NA NA
Sro649_g181290 0.0512498254649321 NA NA NA
Sro837_g209190 0.0512540978290676 NA NA NA
Sro1117_g242990 0.0513472237408248 NA NA NA
Sro20_g014050 0.0513665985147909 NA NA NA
Sro504_g155920 0.0514510680391809 NA NA NA
Sro633_g178790 0.0515435487733276 NA NA NA
Sro1430_g271970 0.0515687832735478 NA NA NA
Sro296_g110640 0.0515915816839766 NA NA NA
Sro304_g112630 0.0515998680237847 NA NA NA
Sro80_g042950 0.0515998680237847 NA NA NA
Sro629_g178270 0.0516103808276975 NA NA NA
Sro248_g098290 0.051616358883724 NA NA NA
Sro1372_g267190 0.0516478061034819 NA NA NA
Sro1166_g248210 0.0516953667079718 NA NA NA
Sro2_g001660 0.0516953667079718 NA NA NA
Sro410_g137470 0.0517115582762544 NA NA NA
Sro389_g132570 0.0517286403314699 NA NA NA
Sro473_g150150 0.0517454689308813 NA NA NA
Sro1640_g287910 0.0517684205743588 NA NA NA
Sro944_g222870 0.0517684205743588 NA NA NA
Sro644_g180430 0.0517887830449767 NA NA NA
Sro637_g179390 0.0518623697031512 NA NA NA
Sro1186_g250310 0.0519555290436742 NA NA NA
Sro606_g174450 0.0519555290436742 NA NA NA
Sro1056_g236130 0.0520768613981719 NA NA NA
Sro1414_g270620 0.0520918070494205 NA NA NA
Sro344_g122290 0.0520918070494205 NA NA NA
Sro1112_g242540 0.0521325050322576 NA NA NA
Sro1893_g303880 0.0521325050322576 NA NA NA
Sro56_g032920 0.0521345760718959 NA NA NA
Sro1863_g302290 0.0521699034213616 NA NA NA
Sro731_g194350 0.0521699034213616 NA NA NA
Sro1331_g263500 0.0522184762086363 NA NA NA
Sro174_g076660 0.0522184762086363 NA NA NA
Sro850_g210720 0.0522292645691681 NA NA NA
Sro684_g186800 0.0522728333270568 NA NA NA
Sro317_g115710 0.0522898495029548 NA NA NA
Sro388_g132250 0.0523271876541244 NA NA NA
Sro1087_g239890 0.0523302941454427 NA NA NA
Sro1409_g270190 0.0523464796813265 NA NA NA
Sro88_g046680 0.0523464796813265 NA NA NA
Sro103_g052350 0.0523474344118278 NA NA NA
Sro163_g073240 0.0523474344118278 NA NA NA
Sro343_g122040 0.0523474344118278 NA NA NA
Sro96_g049530 0.0523474344118278 NA NA NA
Sro2442_g327770 0.052380775488381 NA NA NA
Sro219_g090360 0.052523351890417 NA NA NA
Sro762_g198770 0.052523351890417 NA NA NA
Sro623_g177090 0.0525280078202575 NA NA NA
Sro68_g038330 0.0525462552048238 NA NA NA
Sro120_g058340 0.0525731273729724 NA NA NA
Sro4045_g352650 0.0525731273729724 NA NA NA
Sro806_g205160 0.0525731273729724 NA NA NA
Sro767_g199500 0.0525802495275101 NA NA NA
Sro880_g215110 0.052637407249661 NA NA NA
Sro1925_g305820 0.0526683487230541 NA NA NA
Sro1068_g237540 0.0526689193818628 NA NA NA
Sro248_g098350 0.0526689193818628 NA NA NA
Sro184_g079820 0.05267162380621 NA NA NA
Sro90_g047520 0.0527026275129821 NA NA NA
Sro679_g186080 0.0527223096141352 NA NA NA
Sro1497_g277640 0.0527436958801737 NA NA NA
Sro862_g212420 0.0527492123665023 NA NA NA
Sro391_g133060 0.0527574473502523 NA NA NA
Sro198_g084010 0.0527896938627758 NA NA NA
Sro741_g195790 0.0528128677757604 NA NA NA
Sro501_g155390 0.0528198730896233 NA NA NA
Sro2526_g330270 0.0528366537793273 NA NA NA
Sro1946_g307040 0.0529055792365992 NA NA NA
Sro1007_g230430 0.0529057705623854 NA NA NA
Sro28_g018910 0.0529313494915959 NA NA NA
Sro992_g228860 0.0529429814706105 NA NA NA
Sro185_g080240 0.0529624869331943 NA NA NA
Sro1123_g243680 0.052968587181218 NA NA NA
Sro264_g102460 0.053010017581276 NA NA NA
Sro505_g156190 0.0530139961355063 NA NA NA
Sro561_g166880 0.0530139961355063 NA NA NA
Sro304_g112610 0.0530162971335921 NA NA NA
Sro2139_g316150 0.0530589904620043 NA NA NA
Sro162_g072810 0.0530771890375492 NA NA NA
Sro109_g054690 0.05308110425683 NA NA NA
Sro1569_g283140 0.05308110425683 NA NA NA
Sro1365_g266580 0.0531058626906269 NA NA NA
Sro508_g156880 0.0531268905257717 NA NA NA
Sro246_g097650 0.0532019860813856 NA NA NA
Sro6_g005450 0.053270620812209 NA NA NA
Sro1443_g273190 0.0532898945528221 NA NA NA
Sro351_g124020 0.053291816429968 NA NA NA
Sro1209_g252620 0.0533119436410967 NA NA NA
Sro2241_g320320 0.0533812427013323 NA NA NA
Sro1511_g278710 0.0533964353464514 NA NA NA
Sro2014_g311010 0.0533964353464514 NA NA NA
Sro1846_g301330 0.0533979558757658 NA NA NA
Sro37_g023330 0.0533979558757658 NA NA NA
Sro382_g131080 0.0533979558757658 NA NA NA
Sro1537_g280690 0.0534088542659737 NA NA NA
Sro1412_g270450 0.053434913391131 NA NA NA
Sro2627_g332970 0.0534434368694317 NA NA NA
Sro629_g178230 0.0534434368694317 NA NA NA
Sro837_g209120 0.0534434368694317 NA NA NA
Sro393_g133650 0.0535005204102522 NA NA NA
Sro181_g078960 0.0535421032671512 NA NA NA
Sro604_g174080 0.0535843988571498 NA NA NA
Sro2188_g318210 0.0536076851007846 NA NA NA
Sro46_g027560 0.0536076851007846 NA NA NA
Sro123_g059620 0.0536102038844162 NA NA NA
Sro1194_g251270 0.0536238329840064 NA NA NA
Sro1639_g287840 0.0536238329840064 NA NA NA
Sro3_g002270 0.0536238329840064 NA NA NA
Sro505_g156150 0.0536238329840064 NA NA NA
Sro634_g179010 0.0536238329840064 NA NA NA
Sro711_g191260 0.0536630714589382 NA NA NA
Sro15_g010980 0.0537160734089056 NA NA NA
Sro1008_g230610 0.0537677478285724 NA NA NA
Sro1617_g286330 0.0537677478285724 NA NA NA
Sro720_g192660 0.0537677478285724 NA NA NA
Sro934_g221870 0.0538855851823831 NA NA NA
Sro2946_g340760 0.0539075451236896 NA NA NA
Sro530_g161160 0.0539434507648381 NA NA NA
Sro344_g122330 0.0539552460970095 NA NA NA
Sro1149_g246520 0.0540067127076641 NA NA NA
Sro181_g079190 0.0540067127076641 NA NA NA
Sro351_g124070 0.054016565605357 NA NA NA
Sro3009_g342050 0.0540499941889927 NA NA NA
Sro2223_g319680 0.0540812767995745 NA NA NA
Sro2973_g341250 0.05409486206643 NA NA NA
Sro51_chlor_g029680 0.0541045748582651 NA NA NA
Sro323_g117180 0.0541521399853896 NA NA NA
Sro63_g035940 0.0541966034073931 NA NA NA
Sro226_g091930 0.0542106772780932 NA NA NA
Sro31_g020350 0.0542106772780932 NA NA NA
Sro388_g132270 0.0542949660536158 NA NA NA
Sro921_g220390 0.0542949660536158 NA NA NA
Sro359_g126010 0.0543642253789793 NA NA NA
Sro452_g145860 0.0543976593506069 NA NA NA
Sro2274_g321580 0.0544263592688669 NA NA NA
Sro384_g131470 0.0544792666194148 NA NA NA
Sro1312_g261830 0.0545123787951609 NA NA NA
Sro1401_g269380 0.0545123787951609 NA NA NA
Sro3214_g345410 0.0545123787951609 NA NA NA
Sro52_g031130 0.0545123787951609 NA NA NA
Sro827_g207800 0.0545123787951609 NA NA NA
Sro505_g156200 0.0545429832694215 NA NA NA
Sro59_g034270 0.0546008060377133 NA NA NA
Sro1326_g263010 0.0546057031328225 NA NA NA
Sro412_g137780 0.0546057031328225 NA NA NA
Sro1777_g296940 0.0546096458113575 NA NA NA
Sro63_g035960 0.0546096458113575 NA NA NA
Sro456_g146730 0.0546315866372627 NA NA NA
Sro2101_g314530 0.0546330446960264 NA NA NA
Sro253_g099970 0.0546330446960264 NA NA NA
Sro137_g064330 0.0546789865346039 NA NA NA
Sro377_g130110 0.0546789865346039 NA NA NA
Sro178_g078100 0.0546877692163101 NA NA NA
Sro614_g175700 0.0546877692163101 NA NA NA
Sro952_g224030 0.0547704026386533 NA NA NA
Sro356_g125430 0.0548210227406865 NA NA NA
Sro625_g177630 0.0548397230753476 NA NA NA
Sro1747_g295020 0.0548436318091168 NA NA NA
Sro1404_g269710 0.0549463677485643 NA NA NA
Sro1601_g285140 0.0549463677485643 NA NA NA
Sro466_g148870 0.0549463677485643 NA NA NA
Sro299_g111540 0.0549556339374977 NA NA NA
Sro1160_g247680 0.0549691659899969 NA NA NA
Sro1589_g284340 0.0549691659899969 NA NA NA
Sro36_g022960 0.0549691659899969 NA NA NA
Sro514_g158040 0.0549691659899969 NA NA NA
Sro1699_g292070 0.0549772906050337 NA NA NA
Sro3123_g344240 0.0549862533060422 NA NA NA
Sro1437_g272600 0.0549981335116565 NA NA NA
Sro1263_g257200 0.0550096256403408 NA NA NA
Sro1235_g255060 0.0550283868610781 NA NA NA
Sro295_g110390 0.0550477527620998 NA NA NA
Sro71_g039500 0.0550477527620998 NA NA NA
Sro2880_g339220 0.0551118492121705 NA NA NA
Sro1653_g288830 0.0551575419796967 NA NA NA
Sro1233_g254790 0.0551603284287061 NA NA NA
Sro648_g181080 0.0552775617921991 NA NA NA
Sro2117_g315280 0.0552939545149992 NA NA NA
Sro2866_g338940 0.0552966230396187 NA NA NA
Sro699_g189460 0.0553028042918608 NA NA NA
Sro90_g047390 0.0553292406865676 NA NA NA
Sro1355_g265600 0.055356574394771 NA NA NA
Sro397_g134480 0.055356574394771 NA NA NA
Sro2319_g323110 0.0553667488058244 NA NA NA
Sro308_g113590 0.0554322552978313 NA NA NA
Sro1071_g237910 0.0554798881976105 NA NA NA
Sro294_g110200 0.0554798881976105 NA NA NA
Sro197_g083920 0.0555583714078461 NA NA NA
Sro220_g090750 0.0555679042063897 NA NA NA
Sro2255_g320940 0.0555679042063897 NA NA NA
Sro918_g219990 0.0555679042063897 NA NA NA
Sro127_g060790 0.0555793224310442 NA NA NA
Sro646_g180710 0.0555798099885528 NA NA NA
Sro110_g054880 0.0555820070522692 NA NA NA
Sro484_g152190 0.0555820070522692 NA NA NA
Sro864_g212700 0.0555820070522692 NA NA NA
Sro2021_g311410 0.0555962328895792 NA NA NA
Sro1049_g235350 0.0555965342934733 NA NA NA
Sro115_g056840 0.0555965342934733 NA NA NA
Sro1035_g233970 0.0555999085199651 NA NA NA
Sro74_g040640 0.0556360105527154 NA NA NA
Sro1444_g273280 0.0557507694716226 NA NA NA
Sro27_g018100 0.0557731953581599 NA NA NA
Sro143_g066740 0.0557880976150354 NA NA NA
Sro232_g093860 0.0557929314987588 NA NA NA
Sro280_g107130 0.0557929314987588 NA NA NA
Sro507_g156450 0.0557929314987588 NA NA NA
Sro1290_g259760 0.0558310538754603 NA NA NA
Sro166_g074200 0.0558310538754603 NA NA NA
Sro204_g085830 0.0560438055435766 NA NA NA
Sro564_g167460 0.0560561627663202 NA NA NA
Sro184_g080010 0.056062614042375 NA NA NA
Sro725_g193400 0.056062614042375 NA NA NA
Sro1507_g278400 0.056080301419125 NA NA NA
Sro2147_g316510 0.056080301419125 NA NA NA
Sro293_g109930 0.056080301419125 NA NA NA
Sro757_g197890 0.056080301419125 NA NA NA
Sro529_g161060 0.0561040168821077 NA NA NA
Sro2085_g313810 0.0561122074308737 NA NA NA
Sro328_g118660 0.0562544246331968 NA NA NA
Sro1021_g232270 0.0562742810556025 NA NA NA
Sro212_g088230 0.0562920861782467 NA NA NA
Sro25_g017010 0.0562920861782467 NA NA NA
Sro386_g131810 0.0563150444997223 NA NA NA
Sro925_g220890 0.0563206066059662 NA NA NA
Sro1017_g231810 0.0563238123086801 NA NA NA
Sro114_g056270 0.0563919727088015 NA NA NA
Sro425_g140070 0.0563919727088015 NA NA NA
Sro54_g031670 0.0564134773630032 NA NA NA
Sro1491_g277100 0.0564187933849886 NA NA NA
Sro266_g103230 0.0564362082208891 NA NA NA
Sro210_g087570 0.0564444829794156 NA NA NA
Sro35_g022480 0.0565392454746346 NA NA NA
Sro988_g228380 0.0565602307732828 NA NA NA
Sro21_g014960 0.0565760227646318 NA NA NA
Sro344_g122300 0.0565760227646318 NA NA NA
Sro354_g124710 0.0565760227646318 NA NA NA
Sro52_g030850 0.0565922873367946 NA NA NA
Sro3644_g349960 0.0565982904506152 NA NA NA
Sro985_g228010 0.0565982904506152 NA NA NA
Sro980_g227330 0.056697828445831 NA NA NA
Sro155_g070570 0.0567568724872494 NA NA NA
Sro313_g114790 0.0568068634195875 NA NA NA
Sro318_g115950 0.0568615966270082 NA NA NA
Sro3_g002630 0.0568906217605967 NA NA NA
Sro219_g090590 0.0569018151178541 NA NA NA
Sro915_g219740 0.0569018151178541 NA NA NA
Sro1100_g241250 0.0569346860130301 NA NA NA
Sro1890_g303690 0.0569508095532333 NA NA NA
Sro155_g070520 0.056979783480381 NA NA NA
Sro108_g054090 0.0569805490077303 NA NA NA
Sro760_g198400 0.0569952313677787 NA NA NA
Sro173_g076260 0.0569994145867721 NA NA NA
Sro1760_g295870 0.0569994145867721 NA NA NA
Sro2280_g321800 0.0570025717877874 NA NA NA
Sro460_g147580 0.0570025717877874 NA NA NA
Sro2353_g324470 0.0570352782870917 NA NA NA
Sro65_g036800 0.0570352782870917 NA NA NA
Sro1433_g272260 0.0570564156909336 NA NA NA
Sro521_g159470 0.0570670069162615 NA NA NA
Sro888_g216410 0.0570840000745284 NA NA NA
Sro685_g186900 0.0570930761775236 NA NA NA
Sro430_g141250 0.0571106898767801 NA NA NA
Sro316_g115600 0.0571516912290136 NA NA NA
Sro348_g123270 0.0571846259755587 NA NA NA
Sro577_g169630 0.0571846259755587 NA NA NA
Sro31_g020120 0.0572069284238734 NA NA NA
Sro2784_g336980 0.057251653470395 NA NA NA
Sro1398_g269310 0.057332056553552 NA NA NA
Sro1140_g245510 0.0573384908347171 NA NA NA
Sro1283_g259070 0.0574120001120976 NA NA NA
Sro1274_g258380 0.0574191211892872 NA NA NA
Sro7_g006140 0.0574191211892872 NA NA NA
Sro327_g118360 0.0574642855167035 NA NA NA
Sro358_g125930 0.0574764365440744 NA NA NA
Sro1409_g270130 0.0574770906246853 NA NA NA
Sro648_g181120 0.0574823528598159 NA NA NA
Sro720_g192690 0.0574823528598159 NA NA NA
Sro46_g027550 0.0574899504809608 NA NA NA
Sro54_g031820 0.0574954666358634 NA NA NA
Sro555_g165650 0.0575010698684065 NA NA NA
Sro1370_g266970 0.0575207228134926 NA NA NA
Sro1371_g267070 0.0575207228134926 NA NA NA
Sro1384_g268070 0.0575207228134926 NA NA NA
Sro15_g010990 0.0575207228134926 NA NA NA
Sro1997_g310110 0.0575207228134926 NA NA NA
Sro246_g097800 0.0575207228134926 NA NA NA
Sro274_g105430 0.0575207228134926 NA NA NA
Sro35_g022170 0.0575207228134926 NA NA NA
Sro556_g165940 0.0575207228134926 NA NA NA
Sro1310_g261600 0.0575415724444777 NA NA NA
Sro1550_g281680 0.0575664434199625 NA NA NA
Sro2000_g310220 0.057644754424478 NA NA NA
Sro1480_g276130 0.0576495861443397 NA NA NA
Sro1262_g257140 0.0577097189519696 NA NA NA
Sro881_g215210 0.0577122852973243 NA NA NA
Sro962_g225110 0.0577123837368928 NA NA NA
Sro982_g227680 0.0577123837368928 NA NA NA
Sro564_g167340 0.0577310313081699 NA NA NA
Sro130_g062010 0.0577647980229922 NA NA NA
Sro3761_g350860 0.0577841467211323 NA NA NA
Sro3053_g342860 0.0578004657755706 NA NA NA
Sro970_g226380 0.0578004657755706 NA NA NA
Sro2276_g321660 0.0578153421898712 NA NA NA
Sro2987_g341700 0.0578155096691689 NA NA NA
Sro73_g040320 0.0579372975841858 NA NA NA
Sro133_g062970 0.0579430312174741 NA NA NA
Sro1984_g309310 0.0579635943476203 NA NA NA
Sro262_g102050 0.0579635943476203 NA NA NA
Sro702_g190020 0.0579639665660743 NA NA NA
Sro280_g107110 0.0580238789542332 NA NA NA
Sro212_g088220 0.0580327794582605 NA NA NA
Sro1229_g254490 0.0580758254013495 NA NA NA
Sro129_g061540 0.058107896287672 NA NA NA
Sro140_g065340 0.058107896287672 NA NA NA
Sro2304_g322590 0.0581726156145157 NA NA NA
Sro257_g100850 0.0582228739613126 NA NA NA
Sro482_g151730 0.0583056930622345 NA NA NA
Sro315_g115240 0.0583403883475529 NA NA NA
Sro546_g163990 0.0583403883475529 NA NA NA
Sro1758_g295690 0.0583800787700769 NA NA NA
Sro1897_g304070 0.0583800787700769 NA NA NA
Sro692_g188170 0.0583800787700769 NA NA NA
Sro666_g183940 0.0583844857794557 NA NA NA
Sro744_g196170 0.0583895639258624 NA NA NA
Sro1817_g299530 0.0583897846560996 NA NA NA
Sro1187_g250490 0.0583998006716943 NA NA NA
Sro215_g089060 0.0584000690205642 NA NA NA
Sro331_g119080 0.0585079073097181 NA NA NA
Sro38_g023750 0.0585258584152458 NA NA NA
Sro794_g203410 0.0585258584152458 NA NA NA
Sro94_g049110 0.0585258584152458 NA NA NA
Sro587_g171360 0.058630323918499 NA NA NA
Sro172_g076040 0.0586329387243568 NA NA NA
Sro1027_g233080 0.0586450333690318 NA NA NA
Sro1064_g237210 0.0586450333690318 NA NA NA
Sro1819_g299680 0.0586450333690318 NA NA NA
Sro334_g119760 0.0586450333690318 NA NA NA
Sro239_g095770 0.05869592784781 NA NA NA
Sro3885_g351680 0.05869592784781 NA NA NA
Sro9_g007320 0.0587083557663785 NA NA NA
Sro23_g015620 0.0587650724321731 NA NA NA
Sro20_g014420 0.0587752852187242 NA NA NA
Sro580_g170110 0.0588090687768789 NA NA NA
Sro7_g005820 0.0588213973949192 NA NA NA
Sro1282_g258970 0.0588291823973627 NA NA NA
Sro3448_g348140 0.0588291823973627 NA NA NA
Sro2900_g339770 0.0588560306232589 NA NA NA
Sro525_g160090 0.0588677971037832 NA NA NA
Sro1737_g294460 0.0588806182471215 NA NA NA
Sro206_g086430 0.0588806182471215 NA NA NA
Sro96_g049700 0.0588943728740908 NA NA NA
Sro73_g040340 0.0589157063804608 NA NA NA
Sro115_g056710 0.058953623441965 NA NA NA
Sro138_g064810 0.0590271461907645 NA NA NA
Sro282_g107520 0.0591008414667352 NA NA NA
Sro433_g141910 0.0591008414667352 NA NA NA
Sro1926_g305930 0.0591196006831961 NA NA NA
Sro83_g044530 0.059189602539258 NA NA NA
Sro3074_g343230 0.0592731746129331 NA NA NA
Sro716_g191940 0.0592735300554814 NA NA NA
Sro3657_g350030 0.0593033633427949 NA NA NA
Sro1616_g286220 0.0593179987891784 NA NA NA
Sro2189_g318260 0.0593246796179622 NA NA NA
Sro63_g036040 0.0593881724839836 NA NA NA
Sro1906_g304600 0.0593977787806091 NA NA NA
Sro3197_g345000 0.0593977787806091 NA NA NA
Sro197_g083730 0.0594005891656783 NA NA NA
Sro91_g047650 0.0594051380531411 NA NA NA
Sro946_g223290 0.0594051380531411 NA NA NA
Sro206_g086420 0.0594073334788552 NA NA NA
Sro77_g042050 0.0594501314339709 NA NA NA
Sro919_g220150 0.0594501314339709 NA NA NA
Sro1049_g235300 0.0594603036521049 NA NA NA
Sro1097_g240910 0.0594635904249014 NA NA NA
Sro6_g004890 0.0595068404525708 NA NA NA
Sro83_g044220 0.0595169728699967 NA NA NA
Sro768_g199650 0.0595272179814404 NA NA NA
Sro1495_g277420 0.0595634451498967 NA NA NA
Sro47_g027650 0.059574916013079 NA NA NA
Sro364_g127240 0.05964968775481 NA NA NA
Sro1049_g235430 0.0596537887024863 NA NA NA
Sro2175_g317800 0.0596813624030662 NA NA NA
Sro1104_g241860 0.0597843082656727 NA NA NA
Sro2181_g317980 0.0598067243808596 NA NA NA
Sro4_g003010 0.0598505669571233 NA NA NA
Sro56_g032640 0.0599298847004836 NA NA NA
Sro3806_g351220 0.0599957002150418 NA NA NA
Sro4006_g352470 0.060064673881199 NA NA NA
Sro600_g173340 0.060064673881199 NA NA NA
Sro1190_g250790 0.060142784521966 NA NA NA
Sro277_g106230 0.060142784521966 NA NA NA
Sro235_g094690 0.0601462995912388 NA NA NA
Sro582_g170460 0.0601486394756504 NA NA NA
Sro1011_g230960 0.0601981547283569 NA NA NA
Sro217_g089710 0.0602058089635671 NA NA NA
Sro317_g115680 0.0602393259811978 NA NA NA
Sro198_g084000 0.0602449545462197 NA NA NA
Sro465_g148580 0.0602449545462197 NA NA NA
Sro23_g016000 0.0602894168533202 NA NA NA
Sro1446_g273440 0.0602950557369758 NA NA NA
Sro762_g198640 0.0603348776122716 NA NA NA
Sro221_g090860 0.0603868771100946 NA NA NA
Sro93_g048410 0.0603954075416884 NA NA NA
Sro360_g126260 0.0604248338251482 NA NA NA
Sro159_g071840 0.0605149855782572 NA NA NA
Sro1601_g285130 0.0605149855782572 NA NA NA
Sro1658_g289150 0.0605149855782572 NA NA NA
Sro2_g001550 0.06062413125198 NA NA NA
Sro124_g059990 0.0606442712362949 NA NA NA
Sro287_g108700 0.0606906017003525 NA NA NA
Sro6_g005370 0.0607520565637214 NA NA NA
Sro105_g053310 0.0607613531067766 NA NA NA
Sro373_g129020 0.060764036727295 NA NA NA
Sro2124_g315610 0.0607762979152695 NA NA NA
Sro512_g157550 0.0607852941846483 NA NA NA
Sro537_g162350 0.0608132718084951 NA NA NA
Sro82_g043660 0.0608132718084951 NA NA NA
Sro1626_g286820 0.0608226704051399 NA NA NA
Sro836_g208940 0.0608579191761427 NA NA NA
Sro831_g208340 0.0609452556389278 NA NA NA
Sro482_g151830 0.0609683324018862 NA NA NA
Sro155_g070470 0.0610060580328191 NA NA NA
Sro861_g212290 0.0610060580328191 NA NA NA
Sro523_g159710 0.061057548663457 NA NA NA
Sro4110_g352950 0.061081083761279 NA NA NA
Sro267_g103560 0.0611703048713692 NA NA NA
Sro962_g225060 0.0611703048713692 NA NA NA
Sro2832_g338120 0.0612121763293984 NA NA NA
Sro152_g069500 0.0612819150022885 NA NA NA
Sro618_g176250 0.0612819150022885 NA NA NA
Sro650_g181300 0.0612863870416538 NA NA NA
Sro14_g010520 0.061422730619592 NA NA NA
Sro148_g068100 0.061435899513261 NA NA NA
Sro1282_g259030 0.0614377116391581 NA NA NA
Sro1983_g309230 0.0614782217555938 NA NA NA
Sro1553_g281980 0.0615079877913299 NA NA NA
Sro76_g041620 0.0615079877913299 NA NA NA
Sro3_g002310 0.061537229438586 NA NA NA
Sro2000_g310190 0.0616038210889011 NA NA NA
Sro678_g185990 0.0616038210889011 NA NA NA
Sro510_g157260 0.0616217621233918 NA NA NA
Sro1486_g276670 0.0616440367275593 NA NA NA
Sro67_g037480 0.0616604192235938 NA NA NA
Sro2360_g324740 0.0617388746930791 NA NA NA
Sro434_g141950 0.0617388746930791 NA NA NA
Sro54_g031830 0.0618185793428085 NA NA NA
Sro3092_g343580 0.0618199858433857 NA NA NA
Sro169_g075260 0.0618547279445081 NA NA NA
Sro1037_g234190 0.0618569290078456 NA NA NA
Sro1567_g282940 0.0618663685632243 NA NA NA
Sro1872_g302820 0.0618663685632243 NA NA NA
Sro1991_g309800 0.0618663685632243 NA NA NA
Sro777_g201050 0.0618663685632243 NA NA NA
Sro1693_g291600 0.061938960492828 NA NA NA
Sro312_g114480 0.06194800876481 NA NA NA
Sro213_g088310 0.061950106818679 NA NA NA
Sro906_g218670 0.061950106818679 NA NA NA
Sro77_g042070 0.0619502407027112 NA NA NA
Sro23_g015580 0.0620220175878402 NA NA NA
Sro701_g189820 0.0620281059017885 NA NA NA
Sro349_g123560 0.0620337374295552 NA NA NA
Sro388_g132460 0.0620337374295552 NA NA NA
Sro121_g058890 0.0620418919464758 NA NA NA
